window_index,time_s,window_start_s,window_end_s,old_accepted,old_bpm,candidate_bpm,candidate_generated,candidate_proposal_supported,contributing_rois,contributing_roi_names,old_window_finite,candidate_window_finite,motion_available,motion_status,motion_speed_face_per_s,motion_strength,motion_reliability,old_motion_risk,old_motion_risk_direct,old_motion_risk_double,old_motion_risk_half,candidate_motion_risk_direct,candidate_motion_risk_double,candidate_motion_risk_half,candidate_motion_risk,motion_risk_decrease,route_eligible,reason
18,22.999976999999998,17.999982,27.999972,True,61.0,57.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.3351848034310771,0.642548411820611,1.0,0.03947308401616779,0.016767938576411213,0.0012470769752981827,0.07894616803233558,0.0178638928497742,0.0023551180006374387,0.18936962900968446,0.09468481450484223,-0.05521173048867444,False,old_motion_risk_below_threshold
19,23.999976,18.999981,28.999971,True,62.0,57.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.32142334133527656,0.6230692802395161,1.0,0.014544523922351504,0.014286766520895538,0.0021788994054655814,0.02908904784470301,0.014080380364096924,0.003930821566041061,0.11928868322495309,0.059644341612476545,-0.04509981769012504,False,old_motion_risk_below_threshold
20,24.999975,19.99998,29.999969999999998,True,62.0,55.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.3372713967504459,0.6453940848919345,1.0,0.009132261836828248,0.009132261836828248,0.0033822015260276624,0.014487870662423902,0.009820278106117596,0.0034983689714129644,0.11136354135590376,0.05568177067795188,-0.04654950884112363,False,old_motion_risk_below_threshold
21,25.999973999999998,20.999979,30.999969,True,56.0,54.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.3401949925644457,0.6493346983660981,1.0,0.016320417252442498,0.00206069191707304,0.006744080384019126,0.032640834504884995,0.006152834468818985,0.0007428354699111807,0.08499115040219747,0.042495575201098736,-0.026175157948656238,False,old_motion_risk_below_threshold
22,26.999972999999997,21.999978,31.999968,True,54.0,54.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.35742068599147264,0.6714841056938622,1.0,0.05571769466480225,0.010618928595472947,0.0016440860785639166,0.1114353893296045,0.010618928595472947,0.0016440860785639166,0.1114353893296045,0.05571769466480225,0.0,False,old_motion_risk_below_threshold
23,27.999972,22.999976999999998,32.999967,True,53.0,54.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.3784795216866858,0.696228492039751,1.0,0.12289412955971087,0.02763363655522514,0.003852615890588388,0.24578825911942173,0.027039061663643515,0.004684688856260008,0.19857278767345687,0.09928639383672844,0.02360773572298243,False,old_motion_risk_below_threshold
24,28.999971,23.999976,33.999966,True,53.0,54.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.36212735636535004,0.6772298112366721,1.0,0.16601836928736358,0.03653168527156536,0.0051737705834393076,0.33203673857472715,0.03814766792239748,0.006497568690048187,0.282183606902161,0.1410918034510805,0.024926565836283082,False,old_motion_risk_below_threshold
25,29.999969999999998,24.999975,34.999964999999996,True,52.0,53.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.3674066537083874,0.6835245127652289,1.0,0.23343920081609562,0.03357893023717705,0.003874285568228325,0.46687840163219124,0.036836094967738243,0.005195297648698527,0.41464708279965906,0.20732354139982953,0.02611565941626609,False,old_motion_risk_below_threshold
26,30.999969,25.999973999999998,35.999964,True,51.0,52.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.3570081200948791,0.6709743543234734,1.0,0.2676746039242404,0.020638756498606553,0.004237392626782694,0.5353492078484808,0.02450332449044994,0.0038916592220783995,0.4898802150173977,0.24494010750869885,0.022734496415541566,False,old_motion_risk_below_threshold
27,31.999968,26.999972999999997,36.999963,True,50.0,52.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.35439680618550107,0.667724801439322,1.0,0.29066380709793177,0.006244541813180075,0.00558047622269446,0.5813276141958635,0.01575770974068621,0.003615611015566396,0.5029072917725032,0.2514536458862516,0.039210161211680195,False,old_motion_risk_below_threshold
28,32.999967,27.999972,37.999962,True,49.0,52.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.3403151440420741,0.6494954924624821,1.0,0.298566098524641,0.004238075957164654,0.006573109149246811,0.597132197049282,0.014875245001119588,0.002879173620542134,0.5004500613869071,0.25022503069345353,0.04834106783118747,False,old_motion_risk_below_threshold
29,33.999966,28.999971,38.999961,True,49.0,52.0,True,True,2,"[""forehead"", ""right_cheek""]",True,True,True,observed_motion,0.33152536283160416,0.6374900614143412,1.0,0.2863440325245833,0.02082306829660311,0.005416798373522811,0.5726880650491666,0.02556027807952107,0.002254801712567651,0.48593995111091326,0.24296997555545663,0.04337405696912666,False,old_motion_risk_below_threshold
30,34.999964999999996,29.999969999999998,39.99996,True,50.0,51.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.2954123115168238,0.5826890993248203,1.0,0.2201364069952458,0.04057400756144623,0.0030754313160482566,0.4402728139904916,0.038294254577250664,0.0017037815017256445,0.415276667030113,0.2076383335150565,0.012498073480189303,False,old_motion_risk_below_threshold
31,35.999964,30.999969,40.999959,True,51.0,51.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.2723176667711892,0.542650281995173,1.0,0.1481244186547111,0.051465507044015237,0.010100943759171883,0.2962488373094222,0.051465507044015237,0.010100943759171883,0.2962488373094222,0.1481244186547111,0.0,False,old_motion_risk_below_threshold
32,36.999963,31.999968,41.999958,True,53.0,52.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.21173701283915466,0.41769768202219343,1.0,0.04868725247880269,0.02310335754321769,0.011925890419961293,0.09737450495760538,0.027040414572776197,0.018998236837564575,0.10913232553371341,0.054566162766856705,-0.005878910288054012,False,old_motion_risk_below_threshold
33,37.999962,32.999967,42.999956999999995,True,54.0,53.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.1394384450521429,0.23727543519711847,1.0,0.014270370474257494,0.014270370474257494,0.006725794479567479,0.005275478799926779,0.01731613153706995,0.012579238240522924,0.010744225575498206,0.01731613153706995,-0.003045761062812456,False,old_motion_risk_below_threshold
34,38.999961,33.999966,43.999956,True,55.0,54.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.12454834215475628,0.1988441773246164,1.0,0.06127120819295019,0.04610128130831709,0.00921021232472096,0.12254241638590038,0.05034881874500754,0.014699682294233818,0.12368525774103224,0.06184262887051612,-0.00057142067756593,False,old_motion_risk_below_threshold
35,39.99996,34.999964999999996,44.999955,True,56.0,55.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.053008506681492436,0.043024131165305436,1.0,0.02036226460477587,0.01597947142084833,0.0010927867799082416,0.04072452920955174,0.015201337564981224,0.001329737629780122,0.04017183541332269,0.020085917706661346,0.00027634689811452395,False,old_motion_risk_below_threshold
36,40.999959,35.999964,45.999953999999995,True,57.0,57.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.04044893151606187,0.02551005831472987,1.0,0.00956102920858201,0.00956102920858201,0.0009671401903644518,0.014044887309809483,0.00956102920858201,0.0009671401903644518,0.014044887309809483,0.00956102920858201,0.0,False,old_motion_risk_below_threshold
37,41.999958,36.999963,46.999953,True,57.0,59.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.032803971843528776,0.016926180735919994,1.0,0.007955071372240772,0.007955071372240772,0.0016489532323323394,0.009643359712309486,0.007111680954082944,0.002100024764431536,0.009546552290009107,0.007111680954082944,0.0008433904181578281,False,old_motion_risk_below_threshold
38,42.999956999999995,37.999962,47.999952,True,57.0,60.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.021619306074652355,0.007422800318151714,1.0,0.003085520623839936,0.003085520623839936,0.0014493728916578589,0.005734548410805002,0.0025240372353227923,0.0010093585676762724,0.004317002118048788,0.0025240372353227923,0.0005614833885171436,False,old_motion_risk_below_threshold
39,43.999956,38.999961,48.999950999999996,True,91.0,60.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.024954421080248663,0.00986527672694926,1.0,0.0017673088918888258,0.0017673088918888258,0.00047666766438950176,0.0034907141738968342,0.0024957071573866885,0.0004997253789194295,0.0034788751647275417,0.0024957071573866885,-0.0007283982654978627,False,old_motion_risk_below_threshold
40,44.999955,39.99996,49.99995,True,91.0,60.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.024649559079190867,0.009628012401902263,1.0,0.0009486288337016878,0.00043452170846354716,0.0006021682287428231,0.0018972576674033757,0.004870051421616502,7.257557346099702e-05,0.002608500971731995,0.004870051421616502,-0.003921422587914815,False,old_motion_risk_below_threshold
41,45.999953999999995,40.999959,50.999949,True,91.0,61.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.029015659409069576,0.013291492331076623,1.0,0.0018944362995247117,0.0013066509214770122,0.0006840683350704866,0.0037888725990494233,0.009738891524188937,0.00019311986352982746,0.004378894796126479,0.009738891524188937,-0.007844455224664225,False,old_motion_risk_below_threshold
42,46.999953,41.999958,51.999947999999996,True,92.0,63.0,True,True,2,"[""forehead"", ""right_cheek""]",True,True,True,observed_motion,0.04082297739931277,0.025971731068472566,1.0,0.004663118747142903,0.004663118747142903,0.0005401351851622206,0.006978682251246267,0.018422863318673134,0.0002555024803569544,0.012426343062573144,0.018422863318673134,-0.01375974457153023,False,old_motion_risk_below_threshold
43,47.999952,42.999956999999995,52.999947,True,93.0,65.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.048104216328872414,0.03570239563421423,1.0,0.007057717509408767,0.007057717509408767,5.894444922643429e-05,0.0025051655964786275,0.01392673717599046,0.0004911172353114054,0.01647131108503871,0.01392673717599046,-0.006869019666581693,False,old_motion_risk_below_threshold
44,48.999950999999996,43.999956,53.999945999999994,True,94.0,66.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.05119685481732391,0.04024989167834763,1.0,0.006335270468770764,0.006335270468770764,0.0003848465576343098,0.0014722480649923958,0.0038479978221584014,0.0013545303201847642,0.010129332576692946,0.005064666288346473,0.0012706041804242908,False,old_motion_risk_below_threshold
45,49.99995,44.999955,54.999945,True,95.0,67.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.05350485319525786,0.04379816438973286,1.0,0.005626947491521225,0.005626947491521225,0.0010270574080204701,0.01009093198984374,0.005133080656032958,0.0024847426134121204,0.0058684873694668524,0.005133080656032958,0.000493866835488267,False,old_motion_risk_below_threshold
46,50.999949,45.999953999999995,55.999944,True,97.0,68.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.05387818001145947,0.04438427245579755,1.0,0.011947192823546319,0.004504220525667414,0.001318206422752681,0.023894385647092637,0.011510357251777957,0.0030921541518686554,0.005081568270470072,0.011510357251777957,0.0004368355717683618,False,old_motion_risk_below_threshold
47,51.999947999999996,46.999953,56.999942999999995,True,99.0,68.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.05403985383340009,0.04463913408107308,1.0,0.018422790756321417,0.003146409437606039,0.001423452493517202,0.03684558151264283,0.016585743938749807,0.003052181111637205,0.005210143493656413,0.016585743938749807,0.0018370468175716095,False,old_motion_risk_below_threshold
48,52.999947,47.999952,57.999942,True,100.0,68.0,False,True,0,[],True,True,False,not_evaluated,,,,,,,,,,,,,False,candidate_not_generated_and_supported
49,53.999945999999994,48.999950999999996,58.999941,True,101.0,68.0,False,True,0,[],True,True,False,not_evaluated,,,,,,,,,,,,,False,candidate_not_generated_and_supported
50,54.999945,49.99995,59.999939999999995,True,101.0,67.0,False,True,0,[],True,True,False,not_evaluated,,,,,,,,,,,,,False,candidate_not_generated_and_supported
51,55.999944,50.999949,60.999939,True,100.0,66.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.04815724525398271,0.035778336095521036,1.0,0.007736863986285208,0.007702406911300554,0.0005805082766096272,0.015473727972570416,0.012453236919323612,0.0003857214339864167,0.002003461130820725,0.012453236919323612,-0.004716372933038403,False,old_motion_risk_below_threshold
52,56.999942999999995,51.999947999999996,61.999938,True,98.0,66.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.03859612565603509,0.023279712602633475,1.0,0.004618351925128975,0.004618351925128975,0.00021032836277543152,0.002888928289619302,0.005095184895175873,0.0003887916228308311,0.002119101951514083,0.005095184895175873,-0.0004768329700468978,False,old_motion_risk_below_threshold
53,57.999942,52.999947,62.999936999999996,True,96.0,66.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.0287461508683226,0.013048933101446721,1.0,0.0035589688651075126,0.0035589688651075126,0.0002085586894249791,0.0007065191685220694,0.0021266345167285355,0.0003697364159020811,0.00197541891807519,0.0021266345167285355,0.001432334348378977,False,old_motion_risk_below_threshold
54,58.999941,53.999945999999994,63.999936,True,94.0,66.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.023368859924538552,0.008661972475170383,1.0,0.004850440998546015,0.004850440998546015,0.0005660603326598594,0.0006599341091976582,0.0012920184344838005,0.0004911919786631395,0.0010925675471953665,0.0012920184344838005,0.003558422564062215,False,old_motion_risk_below_threshold
55,59.999939999999995,54.999945,64.999935,True,93.0,65.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.03614155608795284,0.020471550244879195,1.0,0.01669901519815183,0.01669901519815183,0.0008496904675626933,0.0016520153984475973,0.0024645323839558113,0.001760814877341648,0.0017446587368787757,0.0024645323839558113,0.014234482814196018,False,old_motion_risk_below_threshold
56,60.999939,55.999944,65.999934,True,92.0,66.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.03940062704463361,0.02423654981558497,1.0,0.019914608713896872,0.019914608713896872,2.9521925639481402e-05,0.0017255028461967816,0.0013326600489864105,0.0012784770530077205,0.001973805783249994,0.0013326600489864105,0.01858194866491046,False,old_motion_risk_below_threshold
57,61.999938,56.999942999999995,66.999933,True,91.0,68.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.042327899845001404,0.02786755472113071,1.0,0.0223642275142975,0.0223642275142975,0.0007553706994135296,0.0037503937698695833,0.00086979550905001,0.0042857760392674416,0.006220226118579281,0.0034286208314139536,0.01893560668288355,False,old_motion_risk_below_threshold
58,62.999936999999996,57.999942,67.999932,True,90.0,67.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.04374791724978997,0.02971223369651881,1.0,0.023638938957736538,0.023638938957736538,0.0031531435128578935,0.00933454138533796,0.0037451111163319247,0.00926114529677622,0.017412880719354526,0.008706440359677263,0.014932498598059275,False,old_motion_risk_below_threshold
59,63.999936,58.999941,68.99993099999999,True,89.0,67.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.05937689579291555,0.0533976959357477,1.0,0.0348123959286646,0.0348123959286646,0.010295366765629794,0.025679761374103317,0.009096613827620162,0.01831893072430357,0.03655639244773081,0.018278196223865405,0.016534199704799194,False,old_motion_risk_below_threshold
60,64.999935,59.999939999999995,69.99992999999999,True,89.0,67.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.07125543038184219,0.07513371542103926,1.0,0.03052998095994742,0.03052998095994742,0.01920475628691847,0.03938291026710026,0.014170725426941424,0.015060736628868162,0.0404728781465421,0.02023643907327105,0.010293541886676368,False,old_motion_risk_below_threshold
61,65.999934,60.999939,70.999929,True,89.0,67.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.07619143155609101,0.08498825610899463,1.0,0.016968616546995316,0.016968616546995316,0.019291252202340525,0.027066738203872835,0.013825259436829242,0.005599022200597452,0.04141892138641826,0.02070946069320913,-0.0037408441462138155,False,old_motion_risk_below_threshold
62,66.999933,61.999938,71.999928,True,90.0,67.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.0770690659995464,0.08678655897342694,1.0,0.008515730322841964,0.007220544918028619,0.010644662903552454,0.008185613360025542,0.011482102589283632,0.0029263323200294563,0.05433040864703955,0.027165204323519775,-0.01864947400067781,False,old_motion_risk_below_threshold
63,67.999932,62.999936999999996,72.999927,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
64,68.99993099999999,63.999936,73.999926,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
