window_index,time_s,window_start_s,window_end_s,reference_bpm,reference_valid,estimated_bpm,accepted,V25_bpm,V25_accepted,error_bpm,abs_error_bpm,status,common,new,lost
42,46.999953,41.999958,51.999948,104.4,True,92.0,True,92.0,True,-12.400000000000006,12.400000000000006,candidate_only,True,False,False
43,47.999952,42.999957,52.999947,103.6,True,93.0,True,93.0,True,-10.599999999999994,10.599999999999994,candidate_only,True,False,False
44,48.999951,43.999956,53.999946,102.6,True,94.0,True,94.0,True,-8.599999999999994,8.599999999999994,candidate_only,True,False,False
45,49.99995,44.999955,54.999945,101.5,True,95.0,True,95.0,True,-6.5,6.5,candidate_only,True,False,False
46,50.999949,45.999954,55.999944,100.2,True,96.0,True,97.0,True,-4.200000000000003,4.200000000000003,candidate_only,True,False,False
47,51.999948,46.999953,56.999943,98.9,True,97.0,True,99.0,True,-1.9000000000000057,1.9000000000000057,candidate_only,True,False,False
48,52.999947,47.999952,57.999942,97.8,True,97.0,True,100.0,True,-0.7999999999999972,0.7999999999999972,candidate_only,True,False,False
49,53.999946,48.999951,58.999941,96.8,True,97.0,True,101.0,True,0.20000000000000284,0.20000000000000284,candidate_only,True,False,False
50,54.999945,49.99995,59.99994,96.0,True,96.0,True,101.0,True,0.0,0.0,candidate_only,True,False,False
51,55.999944,50.999949,60.999939,95.4,True,95.0,True,100.0,True,-0.4000000000000057,0.4000000000000057,candidate_only,True,False,False
52,56.999943,51.999948,61.999938,95.2,True,94.0,True,98.0,True,-1.2000000000000028,1.2000000000000028,candidate_only,True,False,False
53,57.999942,52.999947,62.999937,95.3,True,93.0,True,96.0,True,-2.299999999999997,2.299999999999997,candidate_only,True,False,False
54,58.999941,53.999946,63.999936,95.7,True,93.0,True,94.0,True,-2.700000000000003,2.700000000000003,candidate_only,True,False,False
55,59.99994,54.999945,64.999935,96.1,True,93.0,True,93.0,True,-3.0999999999999943,3.0999999999999943,candidate_only,True,False,False
56,60.999939,55.999944,65.999934,96.6,True,94.0,True,92.0,True,-2.5999999999999943,2.5999999999999943,candidate_only,True,False,False
57,61.999938,56.999943,66.999933,97.0,True,94.0,True,91.0,True,-3.0,3.0,candidate_only,True,False,False
58,62.999937,57.999942,67.999932,97.2,True,94.0,True,90.0,True,-3.200000000000003,3.200000000000003,candidate_only,True,False,False
59,63.999936,58.999941,68.99993099999999,97.3,True,94.0,True,89.0,True,-3.299999999999997,3.299999999999997,candidate_only,True,False,False
60,64.999935,59.99994,69.99992999999999,97.3,True,,False,89.0,True,,,gap_or_filter_edge,False,False,True
61,65.999934,60.999939,70.999929,97.2,True,,False,89.0,True,,,gap_or_filter_edge,False,False,True
62,66.999933,61.999938,71.999928,97.0,True,,False,90.0,True,,,gap_or_filter_edge,False,False,True
63,67.999932,62.999937,72.999927,96.7,True,,False,,False,,,gap_or_filter_edge,False,False,False
64,68.99993099999999,63.999936,73.999926,96.4,True,,False,,False,,,gap_or_filter_edge,False,False,False
